web-scraper-order,web-scraper-start-url,nama,kewarganegaraan,tipe_pelanggan,tipe_kamar,rating,judul_review,deskripsi,tanggal_review,periode_menginap
1745475234-2248,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,JASON,Malaysia,Wisatawan bisnis,,"6,3",“Nice enviroment hotel but average stay”,"The smell and the nice lobby caught my attention as i step into the hotel. It seems like nice resort that you can relax in it. Staff are friendly and check-in with no issues.
Soon after entering the hotel room, you can actually tells that this is an old hotel that need some refurbishment. The bed are not firm enough (probably some spring are not in perfect condition anymore), bathroom a little old with some odd smell. But the room was generally clean.
Hotel location is fine. Shopping mall are not far but require some walk.
Generally, it will be a great hotel with some refurbishment.",Diulas pada 30 April 2013,Menginap 2 malam pada Maret 2013
1745475234-2249,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Diah,Indonesia,Wisatawan bisnis,,"9,0",“nice garden”,"the hotel design is very GOOD, its have a etnic design.. the garden is superb; the coconut tree, the sound of gamelan, the sound of water, super relaxig...",Diulas pada 30 April 2013,Menginap 1 malam pada April 2013
1745475234-2250,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Mike,Indonesia,Wisatawan bisnis,,"8,0",“Nice Hotel with Large Room and Luxury Interior”,"The hotel room is look old but still clean, large room, comfy bed, good b'fast, nice garden.",Diulas pada 04 April 2013,Menginap 2 malam pada Maret 2013
1745475234-2251,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Reddy,Indonesia,Pasangan,,"6,0",“This is agreat hotel in the strategic location”,,Diulas pada 03 April 2013,Menginap 2 malam pada Maret 2013
1745475234-2252,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,ROBBY,Indonesia,Wisatawan bisnis,,"10,0",“NICE ROOM WITH A NICE CITY VIEW IN SURABAYA. ”,,Diulas pada 19 Maret 2013,Menginap 1 malam pada Maret 2013
1745475234-2253,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Hoon,Singapura,Wisatawan bisnis,,"7,7",“Great hotel with friendly staff.”,The free wireless internet in the room was weak and it kept logging out. Need to constandtly log-in when the signal is lost. Hotel was quite flexible on the check-out time as my flight was at 6 pm.,Diulas pada 19 Maret 2013,Menginap 1 malam pada Maret 2013
1745475234-2254,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Mike,Indonesia,Wisatawan bisnis,,"8,3",“Great Hotel very nice atsmosphere”,"Room size was great, breakfast very good, room need to maintain coz carpet in the room look old, you have to pay for internet access, location good in the centre of the cities.",Diulas pada 09 Maret 2013,Menginap 2 malam pada Maret 2013
1745475234-2255,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Liem,Hong Kong,Wisatawan bisnis,,"9,3",“Good stay free wifi”,"i stayed during weekend, and have an ample time to enjoy the hotel. even though the room is begin to aged and small leak in the bathroom ceiling, but it was spacious with king sized bed, comfort enough to ensure a good night sleep. the breakfast, however is just adequate, which was below my expectation of a hotel of its class. service was good, and the most selling point is its great location.",Diulas pada 26 Februari 2013,Menginap 2 malam pada Februari 2013
1745475234-2256,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Dharmananda,Indonesia,Wisatawan bisnis,,"8,7",“Good Hotel for Old Building”,"Actually, i want to say it's a great hotel. If the room condition in better state, i will say this is an excelent hotel.

Located is quite center of Surabaya, easy access and easily get taksi. 1st storey lobby is just amazing, with a garden on the opposite of the lobby.
Price is average with say for 5 star hotel. Better to call to the hotel and ask whether they had promotion at that time, might save you a few bucks.

Services, is a top notch, especially when you book a club room, private check in at 23rd sty, services is excelent.
The room is very big with super kingsize bed, but we understand that this hotel is an old hotel, some wear and tear is obvious in the hotel room and toilet.
Room is clean, but the bed is a bit too soft (for me) but no complain as im staying for business which is i came to sleep straight away.

Hope they can do some refurbish to the furniture, and some minor renovation to the room. it will be awesome hotel.",Diulas pada 25 Februari 2013,Menginap 1 malam pada Januari 2013
1745475234-2257,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,asrul,Indonesia,Keluarga dengan anak kecil,,"7,7",“could be the best hotel in surabaya cbd”,"i stayed for one night with my kids. they love this hotel because it has nice swimming pool, the room is spacious, but bit dirty in the bathroom. beside that, where other five star hotels have lcd tv in their room, in this deluxe room has old fashioned tv which is not properly placed so it may be so hard to watch tv while laying on the bed. the hotel has also free wifi service, but my ipad/iphone cannot connect it well, sometime its gone.
the breakfast menu is vary, from indonesian food untill international food, and mostly are nice.
hotel location is in the hearth of surabaya cbd,also by walking distance you can find out the biggest shopping mall is surabaya at tunjungan plaza",Diulas pada 04 Januari 2013,Menginap 1 malam pada Desember 2012
1745475234-2258,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,vivy,Indonesia,Wisatawan bisnis,,"8,7",“great room”,"whadda lovely hotel, my room was up graded to the club, n great hospitality....",Diulas pada 18 November 2012,Menginap 1 malam pada November 2012
1745475234-2259,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Dwi,Indonesia,Wisatawan tunggal,,"8,7",“Good Hotel”,"nice room, friendly staff, great location. will back again to this hotel",Diulas pada 07 November 2012,Menginap 2 malam pada November 2012
1745475234-2260,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,michael,Kanada,Wisatawan bisnis,,"8,3",“Nice and business like hotel”,I really enjoyed the night I stayed there. The food at breakfast was really good and the choice for dinner was also good. The rooms were clean and had lots of amenities and the staff were professional and friendly. All in all it was a good experience and I would recommend them to my friends and colleagues.,Diulas pada 25 Oktober 2012,Menginap 1 malam pada Oktober 2012
1745475234-2261,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Wil,Indonesia,Wisatawan bisnis,,"8,3",“Lovely hotel in a great location”,"I stayed here one night for a business trip. That was my second time stayed at this hotel. I love the scent of aroma therapy right when I entered the lobby. 

The reception's staff is very helpful. 

The room's spacious and clean. Definitely I'm gonna stay in this hotel again when I'm going to Surabaya.",Diulas pada 23 Oktober 2012,Menginap 1 malam pada Oktober 2012
1745475234-2262,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Willy,Indonesia,Wisatawan tunggal,,"9,7",“nice hotel”,"a quite new hotel that offers a great location, close to tunjungan plaza one of the biggest mall in indonesia. quite spacious room for the price range",Diulas pada 15 Agustus 2012,Menginap 1 malam pada Juli 2012
1745475234-2263,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Chong,Singapura,Wisatawan bisnis,,"7,7",“Brand name hotel with best of luxury in Surabaya”,Stayed at high floor with great view of the city. Excellent hotel and modern.,Diulas pada 13 Desember 2011,Menginap 2 malam pada Oktober 2011
1745475234-2264,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Johanes,Indonesia,Wisatawan bisnis,,"7,0","“Great location, but begin to aged”","i stayed during weekend, and have an ample time to enjoy the hotel. even though the room is begin to aged and small leak in the bathroom ceiling, but it was spacious with king sized bed, comfort enough to ensure a good night sleep. the breakfast, however is just adequate, which was below my expectation of a hotel of its class. service was good, and the most selling point is its great location.",Diulas pada 23 November 2011,Menginap 1 malam pada November 2011
1745475234-2265,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Riza,Indonesia,Wisatawan bisnis,,"8,3",“Good Location”,hotel bumi is very close with the business district and the location is nearby with tunjungan plaza surabaya. there is also icbc center which has big restaurant (eat & eat) and supermarket (ranch market). it took only 2 minutes drive from hotel to these places.,Diulas pada 26 Oktober 2011,Menginap 1 malam pada Oktober 2011
1745475234-2266,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Paul,Australia,Wisatawan tunggal,,"8,0",“Classy 5* Hotel”,Great Hotel but some restaraunts not open and bar very quiet - no band.  Good rate and can walk to Tunjuggan Plaza.  Excellent service from helpful staff.,Diulas pada 18 Oktober 2011,Menginap 1 malam pada Oktober 2011
1745475234-2267,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Adam,Inggris,Pasangan,,"9,0",“Great 5 star experience”,"Very Good service, welcoming friendly staff. Business hotel with Health Club attached. Nice location in Surabaya. The club lounge we were upgraded to was great, helpful staff available to assist with advice etc. Nice view from the 22nd floor, very good food and brekfast. Hard to improve on. Range of restaurants and Passer Malam market in the evening downstairs. Quiet good room, high standard of new fixtures and fittings, good selection of chanels on nice big flat screen. Complimentary pressing and washing of two items appreciated by my girlfriend.  Expensive stay but well worth it. Will bring tennis stuff next time.",Diulas pada 28 Juli 2011,Menginap 2 malam pada Juli 2011
1745475234-2268,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Cheong,Singapura,Wisatawan bisnis,,"5,7",“Nice room but problems”,"good points - room was nice, iron was provided when requested, spacious shower room. breakfast was good. staff service was prompt and professional. gym was not too bad.",Diulas pada 12 Juni 2011,Menginap 2 malam pada Juni 2011
1745475234-2269,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Asger,Denmark,Pasangan,,"4,0","“Nice hotel ambience, but dissapointed.”","I was expecting alot from Bumi hotel, but i must say i was dissapointed.
First of all, when we checked in, the sink in our bathroom was clogged, and the safe was closed and locked. They come to fix it without offering another room, so we are sitting and waiting for 40 mins before we can leave our room.
Next morning at 6.30 (Sunday) we get awaken from the noise of 25 people having a wedding party on the hallway outside our room! I complain to the reception but no change. When we go to breakfast i go ask them what is going on and they said they allready warned them not to make more noise. I ask her to go up and have a look and when we come back from breakfast there are still 25 people in the hallway.

Horribel service, no offering of reimburse or anything for a ruined weekend.

Internet costs extra 15 USD for 24 hours, tennis courts cost 10 USD per hour extra.... incredible when you are in a 5 star hotel that is in the expensive end of the line.

I will not return to Bumi.",Diulas pada 30 Maret 2011,Menginap 1 malam pada Maret 2011
1745475234-2270,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,arie,Indonesia,Keluarga dengan anak kecil,,"10,0",“great location & great room!”,"hotel bumi surabaya is excellent! great location, great room, great swimming pool, completely great-great!",Diulas pada 14 Desember 2010,Menginap 1 malam pada November 2010
1745475234-2271,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Cyril,Indonesia,Pasangan,,"9,7",“a grand but friendly and beautiful hotel. ”,"A true five-star hotel.The best in Surabaya. Me & my wife stayed only for 1 night, we will definitely come back .",Diulas pada 07 November 2010,Menginap 1 malam pada November 2010
1745475234-2272,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,arie,Indonesia,Keluarga dengan anak kecil,,"8,3",“Bumi Surabaya is great!!!”,"First when we've arrived, we served on the club receptionist, because we've the member of agoda, we've got very nice treatment there; thats very kindly pleasant.  we've got the fantastic welcome drink, that served on the room; 2 big pots of juice (orange and melon) and also the delighted chocholates; that's really-really fantastic!",Diulas pada 15 Juli 2010,Menginap 1 malam pada Juli 2010
1745475234-2273,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Vania,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Hotel Wajib dicoba di Surabaya”,"Yang paling diingat adalah breakfast dan kolam renang. Menu breakfast yang beragam, banyak, ngga akan sanggup perut ini mencicipi semua masakannya dalam satu waktu, kolam renang ada air panasnya, ada life guard dan fasilitas handuk setelah berenang. Nuansa hotelnya klasik modern dan luas, cocok buat anak2 dan keluarga",Diulas pada 19 Februari 2023,Menginap 1 malam pada Mei 2022
1745475234-2274,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Ganda,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"9,6",“BSCR”,"Hotel yang berkesan dengan pemandangan cityview, kolam renang dan bathtub yang bagus serta staff yang ramah dan siap membantu. Makanan dan minuman di restoran enak dan suasananya oke. Kelemahannya yaitu toilet tidak ada selang untuk siram dan hanya memakai tisu, bagi yang tidak biasa pasti merasa tidak nyaman.",Diulas pada 28 Desember 2022,Menginap 1 malam pada Desember 2022
1745475234-2275,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Williana,Indonesia,Pasangan,Kamar Classic dengan Ranjang King,"10,0",“Excellent!”,"Hotel yang sangat saya rekomendasikan ketika berkunjung ke Surabaya. Kamarnya luas dan bersih. Lobbynya luas & wangi. Staff ramah. Yang paling favorit adalah restaurant, area outdoor yang penuh dengan pohon & tanaman membuat tamu semakin nyaman.",Diulas pada 08 Januari 2023,Menginap 1 malam pada Januari 2023
1745475234-2276,https://www.agoda.com/id-id/bumi-surabaya-city-resort/hotel/surabaya-id.html?ds=Y3V54m4LA4nHoSrE,Amal,Indonesia,Keluarga dengan anak kecil,Kamar Classic dengan Ranjang King,"10,0",“Nyaman”,Menyenangkan menginap di hotel bumi…kamar luas…kasur king size nyaman buat bareng anak-anak…banyak taman asri…menu sarapan variatif dan enak…dan mau ngucapin makasi banyak buat driver hotel bumi pak Samsudin yang bantuin ganti ban mobil saya yang bocor…,Diulas pada 28 Desember 2022,Menginap 1 malam pada Desember 2022
